user_id,timestamp,heart_rate_bpm,hrv_ms,spo2_pct,skin_temp_c
user_001,2024-01-01 19:27:00,63,60.5,96.8,33.78
user_001,2024-01-01 19:28:00,64,57.2,98.8,33.61
user_001,2024-01-01 19:29:00,65,49.1,98.3,33.99
user_001,2024-01-01 19:30:00,64,33.3,98.4,34.15
user_001,2024-01-01 19:31:00,62,40.7,97.5,33.71
user_001,2024-01-01 19:32:00,61,44.7,96.6,33.85
user_001,2024-01-01 19:33:00,60,49.4,96.1,34.24
user_001,2024-01-01 19:34:00,57,64.2,98.2,32.77
user_001,2024-01-01 19:35:00,59,51.1,97.4,33.46
user_001,2024-01-01 19:36:00,52,33.3,97.1,33.09
user_001,2024-01-01 19:37:00,60,26.1,98.0,34.02
user_001,2024-01-01 19:38:00,56,46.3,99.6,33.8
user_001,2024-01-01 19:39:00,55,48.4,97.5,33.49
user_001,2024-01-01 19:40:00,62,55.0,98.4,33.41
user_001,2024-01-01 19:41:00,68,35.1,97.4,33.61
user_001,2024-01-01 19:42:00,65,36.7,98.3,33.5
user_001,2024-01-01 19:43:00,53,58.6,97.6,33.34
user_001,2024-01-01 19:44:00,56,66.5,98.2,34.37
user_001,2024-01-01 19:45:00,65,30.9,98.0,34.06
user_001,2024-01-01 19:46:00,56,45.5,97.0,33.59
user_001,2024-01-01 19:47:00,59,63.4,96.4,33.79
user_001,2024-01-01 19:48:00,63,60.4,95.7,33.12
user_001,2024-01-01 19:49:00,56,43.9,97.8,33.52
user_001,2024-01-01 19:50:00,61,63.3,98.6,33.0
user_001,2024-01-01 19:51:00,54,54.2,98.0,33.08
user_001,2024-01-01 19:52:00,58,59.2,98.6,33.9
user_001,2024-01-01 19:53:00,62,44.4,98.8,33.21
user_001,2024-01-01 19:54:00,53,57.0,97.9,32.96
user_001,2024-01-01 19:55:00,63,39.4,95.7,34.45
user_001,2024-01-01 19:56:00,61,46.2,96.6,33.13
user_001,2024-01-01 19:57:00,63,48.1,97.0,33.33
user_001,2024-01-01 19:58:00,62,52.8,96.4,33.89
user_001,2024-01-01 19:59:00,67,74.0,96.2,33.13
user_001,2024-01-01 20:00:00,58,78.2,97.5,33.38
user_001,2024-01-01 20:01:00,55,49.6,96.6,32.89
user_001,2024-01-01 20:02:00,58,67.4,96.9,33.11
user_001,2024-01-01 20:03:00,60,40.9,97.7,33.02
user_001,2024-01-01 20:04:00,57,56.9,96.8,32.56
user_001,2024-01-01 20:05:00,57,46.0,97.6,33.87
user_001,2024-01-01 20:06:00,53,49.6,97.3,33.23
user_001,2024-01-01 20:07:00,54,80.4,98.4,33.47
user_001,2024-01-01 20:08:00,50,51.1,97.0,33.64
user_001,2024-01-01 20:09:00,66,43.7,96.4,33.81
user_001,2024-01-01 20:10:00,51,44.7,97.2,34.35
user_001,2024-01-01 20:11:00,54,46.1,99.2,33.46
user_001,2024-01-01 20:12:00,53,39.9,98.7,33.38
user_001,2024-01-01 20:13:00,61,53.9,98.8,32.76
user_001,2024-01-01 20:14:00,56,55.2,97.8,33.88
user_001,2024-01-01 20:15:00,63,54.5,97.7,33.45
user_001,2024-01-01 20:16:00,54,53.7,96.7,33.04
user_001,2024-01-01 20:17:00,58,46.9,97.9,32.83
user_001,2024-01-01 20:18:00,53,47.5,96.4,33.59
user_001,2024-01-01 20:19:00,68,51.2,97.3,33.67
user_001,2024-01-01 20:20:00,51,54.2,97.8,33.23
user_001,2024-01-01 20:21:00,59,45.9,97.0,33.45
user_001,2024-01-01 20:22:00,60,49.1,97.8,34.16
user_001,2024-01-01 20:23:00,59,67.7,97.1,33.22
user_001,2024-01-01 20:24:00,56,72.9,95.4,33.33
user_001,2024-01-01 20:25:00,56,51.0,98.1,33.05
user_001,2024-01-01 20:26:00,57,45.6,98.0,34.18
user_001,2024-01-01 20:27:00,56,52.8,97.0,33.87
user_001,2024-01-01 20:28:00,62,62.8,97.4,33.79
user_001,2024-01-01 20:29:00,68,49.2,99.5,34.22
user_001,2024-01-01 20:30:00,54,57.4,98.1,34.04
user_001,2024-01-01 20:31:00,50,48.4,97.0,34.06
user_001,2024-01-01 20:32:00,57,41.2,97.8,33.8
user_001,2024-01-01 20:33:00,70,56.6,98.0,32.24
user_001,2024-01-01 20:34:00,53,56.0,97.2,32.78
user_001,2024-01-01 20:35:00,65,57.1,97.4,33.21
user_001,2024-01-01 20:36:00,65,33.4,96.1,33.8
user_001,2024-01-01 20:37:00,54,72.1,97.4,34.39
user_001,2024-01-01 20:38:00,60,54.5,96.5,33.09
user_001,2024-01-01 20:39:00,65,32.4,96.5,33.36
user_001,2024-01-01 20:40:00,55,63.4,97.2,33.56
user_001,2024-01-01 20:41:00,56,49.5,97.9,34.02
user_001,2024-01-01 20:42:00,54,54.1,95.9,33.8
user_001,2024-01-01 20:43:00,52,49.6,97.2,32.85
user_001,2024-01-01 20:44:00,54,52.8,96.3,33.46
user_001,2024-01-01 20:45:00,51,54.2,99.2,34.62
user_001,2024-01-01 20:46:00,57,36.2,96.3,32.78
user_001,2024-01-01 20:47:00,53,62.8,97.4,33.53
user_001,2024-01-01 20:48:00,58,53.7,96.5,33.97
user_001,2024-01-01 20:49:00,49,59.8,97.8,32.9
user_001,2024-01-01 20:50:00,59,60.5,95.7,33.71
user_001,2024-01-01 20:51:00,61,52.9,98.6,33.93
user_001,2024-01-01 20:52:00,47,59.2,99.5,32.67
user_001,2024-01-01 20:53:00,59,37.6,98.4,33.6
user_001,2024-01-01 20:54:00,63,42.8,97.6,33.47
user_001,2024-01-01 20:55:00,51,55.6,97.2,32.75
user_001,2024-01-01 20:56:00,65,52.4,96.7,33.75
user_001,2024-01-01 20:57:00,59,56.3,96.5,33.1
user_001,2024-01-01 20:58:00,53,68.2,97.0,33.23
user_001,2024-01-01 20:59:00,57,52.0,97.9,35.11
user_001,2024-01-01 21:00:00,57,56.5,97.1,33.26
user_001,2024-01-01 21:01:00,54,54.4,97.3,33.23
user_001,2024-01-01 21:02:00,57,50.4,97.7,34.1
user_001,2024-01-01 21:03:00,49,53.2,98.3,33.6
user_001,2024-01-01 21:04:00,55,45.7,99.0,33.2
user_001,2024-01-01 21:05:00,47,54.7,96.2,33.84
user_001,2024-01-01 21:06:00,53,51.9,99.1,33.46
user_001,2024-01-01 21:07:00,49,53.8,98.6,33.8
user_001,2024-01-01 21:08:00,50,37.6,98.1,32.74
user_001,2024-01-01 21:09:00,60,51.0,97.2,33.44
user_001,2024-01-01 21:10:00,59,43.5,97.2,32.98
user_001,2024-01-01 21:11:00,57,52.3,98.3,33.71
user_001,2024-01-01 21:12:00,48,44.7,97.2,32.82
user_001,2024-01-01 21:13:00,52,54.9,95.9,33.48
user_001,2024-01-01 21:14:00,60,49.0,97.4,34.68
user_001,2024-01-01 21:15:00,55,47.2,97.0,33.9
user_001,2024-01-01 21:16:00,65,53.4,98.3,33.25
user_001,2024-01-01 21:17:00,56,57.0,96.4,33.48
user_001,2024-01-01 21:18:00,55,53.0,99.5,33.63
user_001,2024-01-01 21:19:00,52,60.1,97.4,33.22
user_001,2024-01-01 21:20:00,55,49.4,96.1,33.7
user_001,2024-01-01 21:21:00,53,58.1,97.5,33.71
user_001,2024-01-01 21:22:00,57,52.5,97.8,33.51
user_001,2024-01-01 21:23:00,59,42.3,98.5,33.79
user_001,2024-01-01 21:24:00,50,47.0,97.6,33.55
user_001,2024-01-01 21:25:00,47,67.6,97.6,33.85
user_001,2024-01-01 21:26:00,45,72.3,97.6,33.49
user_001,2024-01-01 21:27:00,56,60.3,96.5,32.92
user_001,2024-01-01 21:28:00,48,49.8,97.5,33.75
user_001,2024-01-01 21:29:00,43,71.4,97.5,34.08
user_001,2024-01-01 21:30:00,56,59.3,96.9,34.11
user_001,2024-01-01 21:31:00,66,53.6,96.0,33.35
user_001,2024-01-01 21:32:00,54,72.2,97.2,33.42
user_001,2024-01-01 21:33:00,58,44.0,98.0,33.84
user_001,2024-01-01 21:34:00,54,61.5,98.7,32.81
user_001,2024-01-01 21:35:00,53,46.0,97.3,34.31
user_001,2024-01-01 21:36:00,58,46.5,97.4,33.11
user_001,2024-01-01 21:37:00,52,80.4,97.3,33.43
user_001,2024-01-01 21:38:00,55,58.5,97.7,34.13
user_001,2024-01-01 21:39:00,56,71.7,97.1,34.42
user_001,2024-01-01 21:40:00,51,60.1,97.9,33.48
user_001,2024-01-01 21:41:00,59,56.3,95.7,33.8
user_001,2024-01-01 21:42:00,53,47.8,97.9,33.0
user_001,2024-01-01 21:43:00,50,64.8,97.1,33.28
user_001,2024-01-01 21:44:00,57,53.2,97.4,32.67
user_001,2024-01-01 21:45:00,49,56.1,96.2,32.79
user_001,2024-01-01 21:46:00,54,51.2,97.5,33.39
user_001,2024-01-01 21:47:00,54,52.8,97.9,33.38
user_001,2024-01-01 21:48:00,59,52.5,98.4,33.69
user_001,2024-01-01 21:49:00,56,54.4,97.5,32.8
user_001,2024-01-01 21:50:00,54,53.3,97.8,34.29
user_001,2024-01-01 21:51:00,58,37.0,98.0,32.9
user_001,2024-01-01 21:52:00,61,57.1,96.9,33.58
user_001,2024-01-01 21:53:00,57,51.7,98.5,33.26
user_001,2024-01-01 21:54:00,54,20.6,96.4,33.35
user_001,2024-01-01 21:55:00,47,40.0,98.1,33.35
user_001,2024-01-01 21:56:00,49,50.6,96.6,33.4
user_001,2024-01-01 21:57:00,52,67.2,96.4,32.79
user_001,2024-01-01 21:58:00,51,60.8,96.8,33.81
user_001,2024-01-01 21:59:00,53,47.2,98.0,33.5
user_001,2024-01-01 22:00:00,52,52.5,96.7,33.52
user_001,2024-01-01 22:01:00,54,64.8,98.2,33.25
user_001,2024-01-01 22:02:00,51,48.5,97.5,32.56
user_001,2024-01-01 22:03:00,54,42.9,96.6,33.7
user_001,2024-01-01 22:04:00,52,63.2,97.3,33.23
user_001,2024-01-01 22:05:00,42,68.6,98.1,34.08
user_001,2024-01-01 22:06:00,47,49.9,98.5,32.66
user_001,2024-01-01 22:07:00,51,59.6,98.1,34.73
user_001,2024-01-01 22:08:00,45,56.1,98.3,33.68
user_001,2024-01-01 22:09:00,55,47.6,97.5,33.61
user_001,2024-01-01 22:10:00,59,64.0,97.2,33.75
user_001,2024-01-01 22:11:00,58,46.0,97.3,34.01
user_001,2024-01-01 22:12:00,50,62.6,98.6,33.84
user_001,2024-01-01 22:13:00,59,53.0,96.8,33.36
user_001,2024-01-01 22:14:00,52,52.7,97.5,33.79
user_001,2024-01-01 22:15:00,50,49.4,97.8,32.46
user_001,2024-01-01 22:16:00,48,45.7,97.3,33.2
user_001,2024-01-01 22:17:00,50,52.5,98.6,33.49
user_001,2024-01-01 22:18:00,50,49.9,97.8,34.44
user_001,2024-01-01 22:19:00,52,55.3,97.7,33.18
user_001,2024-01-01 22:20:00,52,42.4,97.7,32.78
user_001,2024-01-01 22:21:00,52,52.9,98.4,33.65
user_001,2024-01-01 22:22:00,54,57.9,97.2,33.45
user_001,2024-01-01 22:23:00,57,46.2,97.0,33.6
user_001,2024-01-01 22:24:00,56,60.6,97.9,33.25
user_001,2024-01-01 22:25:00,44,65.3,98.0,33.98
user_001,2024-01-01 22:26:00,40,45.9,97.9,33.35
user_001,2024-01-01 22:27:00,56,45.6,95.6,32.6
user_001,2024-01-01 22:28:00,45,43.1,97.5,33.7
user_001,2024-01-01 22:29:00,50,59.2,97.6,34.09
user_001,2024-01-01 22:30:00,46,57.5,98.1,32.92
user_001,2024-01-01 22:31:00,42,41.4,96.6,33.83
user_001,2024-01-01 22:32:00,54,47.3,98.0,33.77
user_001,2024-01-01 22:33:00,55,56.6,97.0,33.97
user_001,2024-01-01 22:34:00,49,56.4,97.4,33.46
user_001,2024-01-01 22:35:00,40,70.1,98.6,33.02
user_001,2024-01-01 22:36:00,49,43.8,97.7,33.8
user_001,2024-01-01 22:37:00,53,54.0,97.7,33.1
user_001,2024-01-01 22:38:00,44,46.8,98.0,33.23
user_001,2024-01-01 22:39:00,52,55.5,98.1,33.67
user_001,2024-01-01 22:40:00,51,52.9,95.3,33.84
user_001,2024-01-01 22:41:00,54,56.5,98.2,33.97
user_001,2024-01-01 22:42:00,52,50.3,98.5,33.3
user_001,2024-01-01 22:43:00,47,63.5,97.6,33.62
user_001,2024-01-01 22:44:00,57,45.8,96.1,33.28
user_001,2024-01-01 22:45:00,51,44.5,96.9,33.29
user_001,2024-01-01 22:46:00,51,57.0,96.6,33.91
user_001,2024-01-01 22:47:00,47,74.4,97.5,34.77
user_001,2024-01-01 22:48:00,49,40.1,97.6,33.15
user_001,2024-01-01 22:49:00,47,44.5,98.4,33.07
user_001,2024-01-01 22:50:00,51,57.0,98.6,33.42
user_001,2024-01-01 22:51:00,60,63.3,99.5,33.65
user_001,2024-01-01 22:52:00,45,59.6,96.9,32.99
user_001,2024-01-01 22:53:00,43,51.0,97.5,33.73
user_001,2024-01-01 22:54:00,59,56.5,97.5,33.84
user_001,2024-01-01 22:55:00,50,60.2,97.0,34.17
user_001,2024-01-01 22:56:00,48,48.8,97.7,33.68
user_001,2024-01-01 22:57:00,57,61.1,98.1,33.97
user_001,2024-01-01 22:58:00,48,55.3,99.3,33.53
user_001,2024-01-01 22:59:00,61,34.2,98.0,33.86
user_001,2024-01-01 23:00:00,53,52.8,96.6,34.02
user_001,2024-01-01 23:01:00,48,49.9,96.4,32.83
user_001,2024-01-01 23:02:00,61,64.7,96.8,34.01
user_001,2024-01-01 23:03:00,47,42.6,98.0,34.11
user_001,2024-01-01 23:04:00,54,49.0,97.6,34.69
user_001,2024-01-01 23:05:00,52,57.0,96.5,33.24
user_001,2024-01-01 23:06:00,57,77.1,96.8,33.5
user_001,2024-01-01 23:07:00,58,72.1,98.4,33.49
user_001,2024-01-01 23:08:00,50,54.5,98.5,34.29
user_001,2024-01-01 23:09:00,46,59.7,95.7,33.11
user_001,2024-01-01 23:10:00,52,60.4,97.7,33.51
user_001,2024-01-01 23:11:00,47,45.8,98.2,33.71
user_001,2024-01-01 23:12:00,60,52.1,97.2,33.76
user_001,2024-01-01 23:13:00,51,68.3,98.3,33.4
user_001,2024-01-01 23:14:00,48,57.0,98.9,33.65
user_001,2024-01-01 23:15:00,51,74.2,98.3,33.93
user_001,2024-01-01 23:16:00,43,52.6,97.8,33.66
user_001,2024-01-01 23:17:00,45,55.6,96.8,33.17
user_001,2024-01-01 23:18:00,56,52.4,98.9,33.69
user_001,2024-01-01 23:19:00,47,42.9,96.8,32.9
user_001,2024-01-01 23:20:00,45,67.6,97.9,33.73
user_001,2024-01-01 23:21:00,53,50.8,97.0,33.74
user_001,2024-01-01 23:22:00,56,55.8,96.7,33.77
user_001,2024-01-01 23:23:00,54,47.8,98.6,32.98
user_001,2024-01-01 23:24:00,55,70.8,98.6,32.62
user_001,2024-01-01 23:25:00,46,68.5,96.6,33.0
user_001,2024-01-01 23:26:00,43,57.7,97.9,33.34
user_001,2024-01-01 23:27:00,58,40.4,97.4,33.1
user_001,2024-01-01 23:28:00,48,63.0,96.6,33.28
user_001,2024-01-01 23:29:00,49,66.1,96.8,33.59
user_001,2024-01-01 23:30:00,57,43.6,97.2,33.71
user_001,2024-01-01 23:31:00,53,52.7,97.7,34.0
user_001,2024-01-01 23:32:00,52,55.2,99.1,33.6
user_001,2024-01-01 23:33:00,61,62.6,98.3,33.76
user_001,2024-01-01 23:34:00,47,54.4,97.7,33.41
user_001,2024-01-01 23:35:00,55,63.1,97.4,32.65
user_001,2024-01-01 23:36:00,50,47.3,96.2,32.88
user_001,2024-01-01 23:37:00,51,44.1,97.0,32.85
user_001,2024-01-01 23:38:00,58,70.9,98.4,32.84
user_001,2024-01-01 23:39:00,53,41.0,98.3,33.42
user_001,2024-01-01 23:40:00,53,46.6,96.5,33.69
user_001,2024-01-01 23:41:00,55,61.3,97.3,33.2
user_001,2024-01-01 23:42:00,48,50.3,96.4,33.59
user_001,2024-01-01 23:43:00,46,50.6,98.1,33.12
user_001,2024-01-01 23:44:00,45,54.5,97.8,33.1
user_001,2024-01-01 23:45:00,40,36.4,96.4,33.66
user_001,2024-01-01 23:46:00,60,63.2,98.0,34.39
user_001,2024-01-01 23:47:00,44,58.6,98.2,33.72
user_001,2024-01-01 23:48:00,49,47.2,98.1,33.87
user_001,2024-01-01 23:49:00,49,38.1,97.3,34.48
user_001,2024-01-01 23:50:00,52,40.7,98.0,34.14
user_001,2024-01-01 23:51:00,54,37.9,98.3,33.5
user_001,2024-01-01 23:52:00,54,56.1,95.8,34.33
user_001,2024-01-01 23:53:00,47,58.3,98.0,33.43
user_001,2024-01-01 23:54:00,49,61.4,96.0,33.37
user_001,2024-01-01 23:55:00,51,62.0,97.1,33.61
user_001,2024-01-01 23:56:00,49,61.6,97.3,33.27
user_001,2024-01-01 23:57:00,58,68.0,98.0,33.09
user_001,2024-01-01 23:58:00,52,66.4,97.4,33.6
user_001,2024-01-01 23:59:00,54,63.4,98.1,33.49
user_001,2024-01-02 00:00:00,53,56.5,97.1,33.24
user_001,2024-01-02 00:01:00,55,60.7,98.0,32.91
user_001,2024-01-02 00:02:00,50,50.9,97.9,33.83
user_001,2024-01-02 00:03:00,43,54.9,97.7,33.52
user_001,2024-01-02 00:04:00,51,71.9,97.2,34.31
user_001,2024-01-02 00:05:00,46,50.6,97.3,32.52
user_001,2024-01-02 00:06:00,47,49.6,97.5,33.56
user_001,2024-01-02 00:07:00,52,50.8,96.9,33.86
user_001,2024-01-02 00:08:00,56,47.7,97.4,32.5
user_001,2024-01-02 00:09:00,50,50.4,97.7,33.28
user_001,2024-01-02 00:10:00,51,57.1,97.5,33.68
user_001,2024-01-02 00:11:00,58,55.4,96.7,32.96
user_001,2024-01-02 00:12:00,51,63.8,97.3,34.88
user_001,2024-01-02 00:13:00,63,73.0,97.6,33.94
user_001,2024-01-02 00:14:00,52,50.7,97.2,33.5
user_001,2024-01-02 00:15:00,41,57.0,97.7,33.34
user_001,2024-01-02 00:16:00,53,35.7,97.1,33.16
user_001,2024-01-02 00:17:00,51,41.8,97.6,33.49
user_001,2024-01-02 00:18:00,56,51.7,98.0,33.06
user_001,2024-01-02 00:19:00,53,58.7,97.2,33.3
user_001,2024-01-02 00:20:00,49,60.2,97.8,33.29
user_001,2024-01-02 00:21:00,43,63.3,98.5,34.35
user_001,2024-01-02 00:22:00,48,68.2,97.4,32.8
user_001,2024-01-02 00:23:00,45,73.6,98.0,34.17
user_001,2024-01-02 00:24:00,47,53.5,97.1,33.99
user_001,2024-01-02 00:25:00,52,46.4,97.7,33.37
user_001,2024-01-02 00:26:00,58,59.1,97.2,33.04
user_001,2024-01-02 00:27:00,51,64.0,96.0,33.74
user_001,2024-01-02 00:28:00,44,58.2,98.7,34.24
user_001,2024-01-02 00:29:00,52,52.6,97.2,33.66
user_001,2024-01-02 00:30:00,55,48.5,97.9,34.33
user_001,2024-01-02 00:31:00,46,55.8,97.3,33.42
user_001,2024-01-02 00:32:00,49,62.2,96.7,34.16
user_001,2024-01-02 00:33:00,50,48.3,98.5,32.62
user_001,2024-01-02 00:34:00,46,48.2,98.0,33.35
user_001,2024-01-02 00:35:00,53,60.1,96.8,33.38
user_001,2024-01-02 00:36:00,49,46.8,98.2,33.16
user_001,2024-01-02 00:37:00,52,55.9,98.8,33.19
user_001,2024-01-02 00:38:00,45,57.5,97.7,33.87
user_001,2024-01-02 00:39:00,47,55.9,98.3,33.71
user_001,2024-01-02 00:40:00,53,47.7,98.6,32.26
user_001,2024-01-02 00:41:00,48,72.9,96.9,32.82
user_001,2024-01-02 00:42:00,58,56.6,98.0,33.87
user_001,2024-01-02 00:43:00,48,50.5,96.4,33.38
user_001,2024-01-02 00:44:00,51,58.0,97.4,33.79
user_001,2024-01-02 00:45:00,54,72.1,97.1,33.44
user_001,2024-01-02 00:46:00,42,58.3,97.1,33.61
user_001,2024-01-02 00:47:00,41,73.0,96.8,33.41
user_001,2024-01-02 00:48:00,42,45.9,96.8,33.29
user_001,2024-01-02 00:49:00,56,44.7,96.6,32.79
user_001,2024-01-02 00:50:00,47,34.5,96.2,33.2
user_001,2024-01-02 00:51:00,62,71.2,97.2,33.72
user_001,2024-01-02 00:52:00,47,38.9,96.4,32.85
user_001,2024-01-02 00:53:00,50,56.7,96.9,33.2
user_001,2024-01-02 00:54:00,57,70.3,96.7,32.87
user_001,2024-01-02 00:55:00,60,61.7,96.3,33.45
user_001,2024-01-02 00:56:00,60,55.8,97.7,33.15
user_001,2024-01-02 00:57:00,56,66.0,97.6,33.49
user_001,2024-01-02 00:58:00,55,46.8,97.7,33.15
user_001,2024-01-02 00:59:00,52,59.6,97.5,32.9
user_001,2024-01-02 01:00:00,54,52.7,98.0,33.46
user_001,2024-01-02 01:01:00,47,54.6,97.3,33.81
user_001,2024-01-02 01:02:00,46,58.1,98.8,33.81
user_001,2024-01-02 01:03:00,50,66.8,96.4,33.69
user_001,2024-01-02 01:04:00,49,71.0,96.3,33.44
user_001,2024-01-02 01:05:00,48,52.9,95.8,33.87
user_001,2024-01-02 01:06:00,53,43.2,96.0,33.21
user_001,2024-01-02 01:07:00,55,45.3,97.1,33.39
user_001,2024-01-02 01:08:00,50,74.5,97.3,32.98
user_001,2024-01-02 01:09:00,57,67.7,98.3,33.68
user_001,2024-01-02 01:10:00,44,45.9,97.3,33.38
user_001,2024-01-02 01:11:00,49,71.9,98.7,33.1
user_001,2024-01-02 01:12:00,46,49.1,97.7,32.59
user_001,2024-01-02 01:13:00,41,64.3,97.9,33.76
user_001,2024-01-02 01:14:00,50,47.9,98.2,34.3
user_001,2024-01-02 01:15:00,49,76.9,97.2,33.44
user_001,2024-01-02 01:16:00,58,46.9,98.8,32.96
user_001,2024-01-02 01:17:00,53,43.6,97.8,32.39
user_001,2024-01-02 01:18:00,45,51.9,98.8,33.5
user_001,2024-01-02 01:19:00,59,78.6,98.3,33.33
user_001,2024-01-02 01:20:00,56,55.8,98.0,33.47
user_001,2024-01-02 01:21:00,53,43.8,97.2,33.63
user_001,2024-01-02 01:22:00,49,47.4,97.4,33.69
user_001,2024-01-02 01:23:00,45,39.0,97.8,33.82
user_001,2024-01-02 01:24:00,48,61.0,96.6,33.43
user_001,2024-01-02 01:25:00,55,41.0,95.7,33.27
user_001,2024-01-02 01:26:00,59,63.4,97.2,32.88
user_001,2024-01-02 01:27:00,58,60.5,97.2,33.27
user_001,2024-01-02 01:28:00,48,54.6,97.9,33.03
user_001,2024-01-02 01:29:00,44,69.2,98.6,33.0
user_001,2024-01-02 01:30:00,51,64.0,97.5,33.89
user_001,2024-01-02 01:31:00,41,59.3,96.5,34.14
user_001,2024-01-02 01:32:00,52,46.7,97.5,33.7
user_001,2024-01-02 01:33:00,49,59.4,97.6,33.23
user_001,2024-01-02 01:34:00,48,59.7,97.3,32.95
user_001,2024-01-02 01:35:00,42,62.3,96.8,33.7
user_001,2024-01-02 01:36:00,53,54.9,99.1,33.89
user_001,2024-01-02 01:37:00,47,59.2,98.1,32.79
user_001,2024-01-02 01:38:00,44,59.8,98.0,34.81
user_001,2024-01-02 01:39:00,40,71.6,96.1,33.57
user_001,2024-01-02 01:40:00,50,42.3,96.5,33.65
user_001,2024-01-02 01:41:00,59,42.3,96.3,33.37
user_001,2024-01-02 01:42:00,58,53.4,97.3,33.71
user_001,2024-01-02 01:43:00,48,48.0,98.4,33.11
user_001,2024-01-02 01:44:00,47,58.0,97.3,34.5
user_001,2024-01-02 01:45:00,52,43.3,97.2,33.67
user_001,2024-01-02 01:46:00,45,46.9,96.2,33.96
user_001,2024-01-02 01:47:00,52,75.0,97.7,33.6
user_001,2024-01-02 01:48:00,54,51.5,97.1,33.83
user_001,2024-01-02 01:49:00,56,41.5,98.4,33.56
user_001,2024-01-02 01:50:00,50,53.9,96.9,32.09
user_001,2024-01-02 01:51:00,49,65.7,97.4,32.96
user_001,2024-01-02 01:52:00,46,68.3,97.0,34.21
user_001,2024-01-02 01:53:00,46,41.6,97.2,33.19
user_001,2024-01-02 01:54:00,49,47.6,98.1,33.5
user_001,2024-01-02 01:55:00,52,56.6,96.6,34.38
user_001,2024-01-02 01:56:00,55,53.2,97.3,33.18
user_001,2024-01-02 01:57:00,46,40.2,97.5,33.78
user_001,2024-01-02 01:58:00,57,38.5,98.0,33.45
user_001,2024-01-02 01:59:00,49,44.6,97.2,32.84
user_001,2024-01-02 02:00:00,51,37.0,98.3,33.27
user_001,2024-01-02 02:01:00,48,51.0,95.9,34.09
user_001,2024-01-02 02:02:00,40,69.9,97.9,33.66
user_001,2024-01-02 02:03:00,56,46.5,97.5,33.19
user_001,2024-01-02 02:04:00,55,64.3,98.3,33.63
user_001,2024-01-02 02:05:00,50,55.3,96.7,33.72
user_001,2024-01-02 02:06:00,52,52.6,98.9,32.7
user_001,2024-01-02 02:07:00,54,37.1,98.6,33.15
user_001,2024-01-02 02:08:00,44,68.5,97.1,33.06
user_001,2024-01-02 02:09:00,49,56.5,97.8,34.2
user_001,2024-01-02 02:10:00,55,37.5,96.6,33.06
user_001,2024-01-02 02:11:00,45,60.3,98.0,32.76
user_001,2024-01-02 02:12:00,53,48.2,96.8,33.31
user_001,2024-01-02 02:13:00,45,57.1,97.7,32.91
user_001,2024-01-02 02:14:00,54,56.2,96.7,33.24
user_001,2024-01-02 02:15:00,51,66.9,98.4,33.7
user_001,2024-01-02 02:16:00,43,45.8,98.0,32.51
user_001,2024-01-02 02:17:00,57,58.6,99.1,33.62
user_001,2024-01-02 02:18:00,48,68.9,97.6,34.04
user_001,2024-01-02 02:19:00,47,81.1,96.3,32.9
user_001,2024-01-02 02:20:00,53,64.6,97.7,33.27
user_001,2024-01-02 02:21:00,57,56.5,99.5,34.17
user_001,2024-01-02 02:22:00,46,59.0,97.3,32.64
user_001,2024-01-02 02:23:00,52,69.9,97.9,33.79
user_001,2024-01-02 02:24:00,54,50.9,98.0,32.33
user_001,2024-01-02 02:25:00,55,61.5,96.5,33.15
user_001,2024-01-02 02:26:00,52,76.3,97.7,33.96
user_001,2024-01-02 02:27:00,50,53.9,98.1,33.43
user_001,2024-01-02 02:28:00,47,35.8,98.1,33.82
user_001,2024-01-02 02:29:00,52,45.8,97.2,33.54
user_001,2024-01-02 02:30:00,46,59.1,96.8,33.8
user_001,2024-01-02 02:31:00,40,49.6,96.9,32.85
user_001,2024-01-02 02:32:00,54,50.3,97.3,33.12
user_001,2024-01-02 02:33:00,56,50.2,97.6,33.03
user_001,2024-01-02 02:34:00,40,63.6,96.4,33.76
user_001,2024-01-02 02:35:00,46,46.7,98.3,33.22
user_001,2024-01-02 02:36:00,55,47.7,98.2,32.15
user_001,2024-01-02 02:37:00,62,65.5,99.5,33.6
user_001,2024-01-02 02:38:00,52,49.6,97.7,33.35
user_001,2024-01-02 02:39:00,48,62.9,97.4,33.34
user_001,2024-01-02 02:40:00,51,54.8,96.3,32.85
user_001,2024-01-02 02:41:00,58,52.4,96.3,32.9
user_001,2024-01-02 02:42:00,48,63.0,96.7,34.7
user_001,2024-01-02 02:43:00,48,37.0,96.5,32.9
user_001,2024-01-02 02:44:00,49,59.7,97.1,34.29
user_001,2024-01-02 02:45:00,47,61.4,96.9,33.78
user_001,2024-01-02 02:46:00,52,62.9,98.4,34.02
user_001,2024-01-02 02:47:00,60,48.2,97.9,32.63
user_001,2024-01-02 02:48:00,53,54.1,98.0,34.02
user_001,2024-01-02 02:49:00,50,30.5,96.2,32.81
user_001,2024-01-02 02:50:00,50,48.3,97.5,33.7
user_001,2024-01-02 02:51:00,44,58.6,96.2,32.92
user_001,2024-01-02 02:52:00,56,67.9,98.0,33.56
user_001,2024-01-02 02:53:00,51,73.2,96.9,33.92
user_001,2024-01-02 02:54:00,51,51.3,96.4,33.57
user_001,2024-01-02 02:55:00,67,58.6,97.2,33.28
user_001,2024-01-02 02:56:00,53,52.6,97.0,33.0
